Protein IDs	Leading	Core mucus proteome (yes if included)	Annotation (IC=intracellular, S=secreted, S+ER=secreted with ER retention motif, TM=transmembrane, L=lipidated and P=plasma)	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Intensity UCA_1	Intensity UCA_2	Intensity UCA_3	Intensity UCA_4	Intensity UCA_5	Intensity UCA_6	Intensity UCA_7	Intensity UCA_8	Intensity UCA_9	Intensity UCA_10	Intensity UCA_11	Intensity UCA_12	Intensity UCA_13	Intensity UCA_14	Intensity UCA_15	Intensity UCA_16	Intensity UCA_17	Intensity UCA_18	Intensity UCA_19	Intensity UCA_20	Intensity UCA_21	Intensity UCA_22	Intensity UCA_23	Intensity UCA_24	Intensity UCA_25	Intensity UCA_26	Intensity UCA_27	Intensity UCA_28	Intensity UCA_29	Intensity UCA_30	Intensity UCA_31	Intensity UCA_32	Intensity UCA_33	Intensity UCA_34	Intensity UCA_35	Intensity UCA_36	Intensity UCR_1	Intensity UCR_2	Intensity UCR_3	Intensity UCR_4	Intensity UCR_5	Intensity UCR_6	Intensity UCR_7	Intensity UCR_8	Intensity UCR_9	Intensity UCR_10	Intensity UCR_11	Intensity UCR_12	Intensity UCR_13	Intensity UCR_14	Intensity UCR_15	Intensity UCR_16	Intensity UCR_17	Intensity UCR_18	Intensity UCR_19	Intensity UCR_20	Intensity UCR_21	Intensity UCR_22	Intensity UCR_23	Intensity UCR_24	Intensity UCR_25	Intensity UCR_26	Intensity UCR_27	Intensity UCR_28	Intensity C_1	Intensity C_2	Intensity C_3	Intensity C_4	Intensity C_5	Intensity C_6	Intensity C_7	Intensity C_8	Intensity C_9	Intensity C_10	Intensity C_11	Intensity C_12	Intensity C_13	Intensity C_14	Intensity C_15	Intensity C_16	Intensity C_17	Intensity C_18	Intensity C_19	Intensity C_20	Intensity C_21	Intensity C_22	Intensity C_23	Intensity C_24	Intensity C_25	Intensity C_26	Intensity C_27	Intensity C_28	Intensity C_29	Intensity C_30	Intensity C_31	Intensity C_32	Intensity C_33	Intensity C_34	Intensity C_35	Intensity C_36	Intensity C_37	Intensity C_38	Intensity C_39	Intensity C_40	Intensity C_41	Intensity C_42	Intensity C_43	Intensity C_44	Intensity C_45	Intensity C_46	Intensity C_47	Number of IDs in controls	Number of IDs in UCA	Number of IDs in UCR	Number of IDs in total	Sequence annotation (SIGNAL or NC (non-classical))	Sequence annotation (ER retention)
P51610	P51610		IC	1	1	1	Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6	HCFC1	2890377.404	392719.2103	164897.2972			351225.884185082		612126.173788332		1321630.18285809	928792.980274158	1605739.90591554			1499208.1858795	1647285.17837623	1552692.76651389	3780514.53403454	2165779.33912774			250924.279794109		262006.908606747	1311883.69522892	1381996.66562844	775601.468797048		147819.750706237	116345.5759			900852.158776004	4725504.06216159	549735.057447054		178817.177624193		139685.4061	315226.6768	452844.9905	355135.1454	822906.6083	430172.0704	2015802.166	134619.8807		490932.1868		691161.3608	1568030.302							4057924.226	153629.9741	244703.1404	1047879.799	905969.8007	1513235.945	1013095.929		190978.432439089	718441.627894594		885041.003774557		471108.273617068		498350.209204696	531625.938898608			1192549.87194773	681268.142169983	989697.416153875		674752.620687234	315172.494427961	140149.967233971	565675.12125653	351582.171722318		451191.86560816				312313.434080519	445494.791866151		429855.536506949		180098.014805418	267553.206260956	961464.184426822					776201.648587645		2942037.48299579	1907897.27776755	595095.852394511	1663267.80973194	3448134.29057451	2614937.10076676	302806.569188803	29	23	19	71		
Q8N4P3	Q8N4P3		IC	1	1	1	Guanosine-3,5-bis(diphosphate) 3-pyrophosphohydrolase MESH1	HDDC3	1046374.313	444913.4466	241403.3306			250092.538839724		703483.720194264		379776.715200726	486367.201019025		815405.977922163		1054010.02339196		521081.545173614	1808241.52526575	536126.677315516			124324.104319478			326048.258541557	624696.100919199	446221.820475294		199271.371210786				162913.021551075	4182010.97409619	225481.035253055		465225.918199165				476399.4278	362472.0254		945943.446	434345.3245	356002.439	212588.2148	261813.9155		786193.6465	658453.9246	1350923.527			254282.8484		1464661.355	7357327.999	216473.9062	241376.8508	455733.265	700087.2513	743393.4656	204485.3761		168263.496783193	156041.928969605	384610.997724484			278228.386182638		287401.124738426	229913.017557695			260241.256207365		191880.882148755		969292.175192339	666814.160402816		388787.263970072	295882.742812516		142670.981845006					316383.801260498		254148.430725579			302897.211692757	451511.445474566					271520.054861002	840442.90834382	2022843.34397947	2952979.77962528	1043354.98149473	3616364.15809466	4640539.88073158	1983460.13102848	525611.113087459	26	20	20	66		
P51858	P51858		IC	5	5	5	Hepatoma-derived growth factor	HDGF		7190038.838	591187.4688			2131068.05660742	967005.441659846	1950520.78853564	477644.811462504	2135659.93820983	3499343.33860109	649233.300210529	3557575.83570638		5444503.1956895	510727.272862906	1402771.36892739	487045.108448793	728627.861971226	629913.288314511		484347.22381318				1920703.18531655	3555689.37545715		2747345.73091045			1145283.19488181	1793682.48176594		4378807.91303731		5772215.62460062		855661.6626	2186708.5	1611823.271	1627179.285	2350921.624	6288160.103	1837446.176	2735149.888	1613276.638	2402628.175		5691306.845	923864.7667				349364.1127		2023500.234		8066761.126	7869694.823	6010654.883	3960255.047	4019647.968	2298758.122	1370103.57224497	521856.064853126	2232068.78790246	2322318.53012748		679976.724719043	1734011.75788756	158095.301847336	303279.068429098	1038704.773667	470345.626563896	346411.823883408	2002055.38039314	1197886.19945095	1932708.85389518	441655.716628839	709038.293767571	5538977.20067354			3413789.00166417	726493.140400782		842037.366782785		1324830.26829038	2829099.90223797	3963598.08034743	1173620.16759242				4854479.32413936	4789522.14174861					993829.302122972	1478846.41631291		243306.690411219	654847.592609504				9409952.14173972	31	23	21	75		
Q00341	Q00341		IC	17	17	17	Vigilin	HDLBP	24168675.7	6129893.911	4605321.286	3086412.728	11393904.99	8614041.92852522	3572139.98748367	14629452.572385	4027001.59641381	11683881.9333098	12127239.2204551	10053640.764988	4404556.37828603	1727867.76024455	20169953.7114478	17511266.6556136	11948331.391261	15465413.3962413	11799460.4332603	3683714.16022791	9946131.83346757	5112364.55598828	3242370.61532563	17592430.8674965	28923017.6842757	14088887.7720804	6243670.0748626	4830196.65577666	3659290.73903534	2287977.424	6756944.57201555	18376666.1903165	13523768.8089123	25291808.7494049	5639254.46692741	5417555.66220204	5686142.37424	11194023.8	2592343.756	9392109.025	2912346.85	3053034.079	4724210.813	6749124.495	14394129.51	5348861.596	2880074.465	4716199.486	966529.7676	10140405.96	5672008.864	17194188.96	20336418.28	11169400.81	13948605.43		13003786.43	25246636.39	5362489.456	6120012.381	9155365.333	9294091.177	14274885.1	13266536.57	5761808.2249603	5604649.28187789	2951633.1061409	4844268.8310075	5159145.17363968	2874312.23792758	5970535.0441151	1628871.57837637	2506025.6794392	2715063.04225373	4860420.17936922	3647576.7099251	8191960.73020077	11115666.8749138	6993076.08681507	15148997.9889247	9606902.5365439	4658328.84558982	5980450.85900781	11199248.8100974	5017316.23298819	8224099.57887427	4023611.89964542	3319952.94787758	6357924.01914382	7937791.74173405	10778717.93902	7658393.47793635	7845540.3658328	5648433.33813085	6469892.69027697	7162234.4401152	6536963.76562626	12874058.2364527		3746469.53622418	2558993.97164372	8587650.40211345	10639452.5387819	9333912.81819955	15345162.52913	15530665.9663767	2763442.31151358	6703908.09953437	25363965.4463731	11753232.0650399	6548840.84156214	46	36	27	109		
P31937	P31937		IC	2	2	2	3-hydroxyisobutyrate dehydrogenase, mitochondrial	HIBADH	2363694.091	1708937.06				974455.505508676		2309391.07374726	724476.040986549	1620790.89993063	4199759.5629788	2396765.62352936	953008.121482378		1248378.83100972	1074550.08897833	1334331.79896973		1202628.79070175					899428.773708245		1677994.08554912	1354315.67069833		605834.476895998						2487101.5307598		652779.530734962		2225137.835	498767.7061	1662368.469	1327359.692	1063286.825	1091537.572	1077472.568	1496314.502		1610901.038		749692.0273	1706097.883		284716.1587								4945151.386	4432133.645	5669923.702	3898369.08	658786.459101108	727693.851033781	2621441.85679878		3755703.43974045		1563541.81146523	593355.093455643	1752831.8880149	454918.117480046	795125.280158862		1147530.71368749	1479252.73504828	2025060.97138607		1674954.77398284	364415.732549118	824563.409727962	1549316.64828652	1585692.73764129		1251643.79725522		2034535.68612602			733160.118185331		1165154.62303353		944736.20559377		787578.351150727					1083868.91230044								1707613.34222667	25	18	17	60		
Q6NVY1	Q6NVY1		IC	3	3	3	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	HIBCH	8024941.504	7517969.731	2973773.409	1537894.825		797887.894200025	4382108.75861959	718177.897117382	4448399.1621722	1744029.37581637	836757.832093712	5183544.99659879		3778574.28731715	788227.547488205	1805329.491252	2258321.33536849	558082.137891976	820486.945482113	3814125.02621167	823166.264502111	2337998.95866533		1766047.17288321	1187095.69313528		2850781.047081	402314.625380896	3702486.83130401	571771.7123	4649826.43001213	559852.409782267	1256045.09636456	1032919.78928578	3802899.93167107		2157856.38654081	1616923.331	2706475.326	2110552.945	3581898.911	4631091.445	3737452.091	1681361.133	1522898.733	1951458.77		7058046.766	504289.6667	1539791.987	2172092.022		606909.6424	3596196.029	1432216.284	2169069.30162903	3957362.267	1838190.615	7878931.496	7750615.456	3536618.663	3622209.383	11346760.72	10321084.17	1268284.02073777	967865.131912715	3200108.53688444	3027060.97796326	4549769.35208763	2320199.75863807	2602686.46222587	1416321.10522321	4980554.0699285	1956402.69598784	4960658.63830583	1085842.8362695	1887142.07134245	3707322.36504152	3802489.84368409	1203361.34886414	2138889.14269863	1910721.74818119	2761240.58556415	3087242.1427389	3546637.78113756	2677484.00316744	3248447.28217094	2168701.7785159	2900044.90682473	2898175.81413716	2429492.26762733	3181819.59850464	16336760.9742923	3669611.4083096	1810003.36778942	6379192.07263141	2976886.21418597	3965120.35356192		2446387.88078568	4098946.8986424	436019.824221456	5453280.46321042	4874953.21728517	2062066.06906343	2742810.83772527	1682220.34571846		1194680.60704414		5093036.78396981	44	31	26	101		
Q9Y241	Q9Y241		TM	3	3	3	HIG1 domain family member 1A	HIGD1A	12255423.52	13906006.96	8244371.698	1173305.341		3537973.31912346	25512613.3425635	7070260.66416801	10865202.772885	5383963.83675577	3478809.96394507	14194470.0429141	16098258.4036201	17713384.0359589	3046344.71603383	4547689.99404498	3217397.68094771	631427.437991314	4253720.19170152	8432188.5234477	977579.018486197	7491828.21787447		6155416.69750708	5925130.56623987	4261507.05995617	23213840.9000898	178358.138834861	10222373.8010373	896991.2788	2892512.29963049	2036329.01585123	4859837.38448443	2317696.70870994	24237682.376326	2179094.98477259	7445479.61161112	3076252.258	10291176.93	9415037.579	11016229.13	8689303.216	24891350.77	6117965.59	8176799.926	9255097.943	9026189.999	24398595.84	21614048.87	8935212.144	10513685.72	9773735.388	2201562.546	3430631.291	3589949.995	6813439.02810715	20174842.47	6241173.564	9798325.204	7995625.084	12298615.26	16194774.52	12727194.07	12297708.72	5977136.58162206	2740446.02311771	6927400.38237241	13808168.7523129	15746606.1065422	15795155.3455239	8034656.35861351	8443123.06196378	13392295.5676309	8759843.80397167	20012458.5855869	4199066.24346795	7290890.83207353	19096811.8181732	9785924.98958652	9006400.24780009	16745073.9272082	12907589.7392781	6772605.34167516	6951853.56740291	8526465.18046613	28434545.1955558	8129279.00973592	21262254.1019608	10167481.2175354	6428662.67721821	10726585.7203126	2911334.89657512	5333809.19415385	11612557.0660263	10037914.0778192	8947474.17389039	4496708.94301262	23612262.8266454	2585028.17246424	3354840.80343284	5686054.75786296	2641233.06901008	10755491.4284939	30624919.635748	3675277.59841876	14013284.6205763	7555537.93063042	14686528.8039821	10711125.7025412	8318401.25220346	10049316.0466733	47	34	28	109		
P49773	P49773		IC	4	4	4	Histidine triad nucleotide-binding protein 1	HINT1	50590577.59	21330152.3	1596204.522	5577388.316		5348303.314899	10056800.4753337	9618563.31092418	3157187.4119355	5170113.65664893	4661076.04691748	17223210.2237242			13701150.842019	12136895.7973978	10640969.5791587	16856146.4665749	9265680.71308501	7944195.25284382	1061319.49306788	14451077.3255486		24766476.7864569	11265540.9383944	9586230.16466118	10620384.697249	1012207.36150319	12833818.9322028		849264.568194912	6290292.12614439	14169700.9774257	727958.206971518	18508662.5544916		3152863.16070961	10749455.84	5889839.237	2075750.675	4066108.166	2525633.011	19537357.23	6239377.704	11865100.6	8203035.987		1020754.196		3000305.02	10680972.25	4089492.905	8581240.785		8207006.985	1413689.33278734			8904198.341	6263520.596	18423093.92	22650791.15	40786341.75	22262140.19	5325709.14657829	931475.543900756	11186807.3547601	1592824.45808645	6363436.19150296	6222683.47199508	4921786.13292071	3156597.11397997	3695371.58533724	1940769.51270834	29539516.3347819	3665827.06101108	3270374.78480258	24453947.5190198	8379302.14485824	952954.972048917	8140102.06247228	3259489.70344521	4636197.39765305	14743676.451315	7030551.52666987		2160936.26417387	2854836.71477549	12403149.0504251	1725243.82873491	2001942.63629529	2474290.24863955		20799500.7474777		12689541.4542404	1957002.76495288	9651418.13221706		6039371.03847885			12654259.8643944	2925984.04911743	750503.110985393	557154.933327402					18182789.6798825	37	30	23	90		
Q9BX68	Q9BX68		IC	2	2	2	Histidine triad nucleotide-binding protein 2, mitochondrial	HINT2	2873494.824	7218721.429		706434.6844		2276732.10151715	2737151.97312848	524660.83496025	1438875.30402434	2892907.08759914		556256.052760519	1133059.45317729	1061081.07484472	1379104.36948142		711088.976592464			1321392.02761854		452898.669682035		298963.213174764	1208519.6775242	2979101.88657906	2398833.54028652		246415.75959227	111456.5498		282087.979979639	1112663.50107523	5788724.79352536	2895502.79904328	541910.344680355	3154441.17029955	668788.2898		2422033.259	6110720.792	4739951.146		2772815.03	769747.3474	2091904.666		5748562.585		3011511.657	2694982.847	1479171.789						9308495.71	7250182.396	6337528.287	3213744.716	4978783.045	4284361.117	2833534.912		2649390.4620833	2208291.81026313	1998249.79633459	962950.793449259	2042006.48928205	4835279.67369467	1937093.26749283	2679803.82536968	626770.394252085	2073826.25413318	1119319.49770919	1475026.01411616		4226289.74480792	1238676.87731263	2572848.96685901	1825955.56566679	485147.29786415	483781.961259666	2800379.47744731	2373824.94179362	487009.971094001	632883.729175963				687265.023661903		1963835.46978997		698943.582621719	2854600.22472823	2567621.41150567					1753446.14713385		1126300.12051057	10048380.305877		8435153.16731882	7883428.08258142	7553735.99775517	6834502.11131257	34	26	19	79		
P16401	P16401		IC	36	21	20	Histone H1.5	HIST1H1B	92949900.58	407929063.3	297558167.4	173837137.3	1510879554	153921933.629081	592956064.296645	244238212.143536	1008619032.37692	228054029.278771	235380918.140223	293576293.336012	1231646500.22719	741794618.207435	179156673.279123	106128970.660957	128852709.487138	47245972.3240211	284017811.057017	253869104.4738	68325205.5418426	398940705.230995	336675377.650179	304339036.329854	337903629.747832	401525579.586055	627306193.130109	79496838.2714709	540136809.915448	135641358.3	251740228.647568	295389997.49504	324298406.548106	170163413.751659	346477685.117851	202314020.832453	377746804.749319	273644426.3	373434390.3	464999268.5	323170628.3	306163983.8	537416313.1	284050793.1	246637240.4	519664901.9	560881993.4	905743142.7	577518842.3	269292296.3	219100406.9	419279034.1	505362091.2	679789744.6	346131539.7	822880539.370265	756440900.5	44748301.34	768593887.5	546403921.7	440212726.1	357081605.2	261312242.1	582361946	412554933.889868	186223308.696181	268555549.464918	614769771.6635	200320250.814203	895089563.137093	237268372.417869	431930654.497908	295717650.29367	251716798.660502	453275140.323197	432432519.379933	280492247.058663	221579394.319086	312112385.292004	612425811.916066	565672934.801747	884577826.18012	548645850.529809	445999590.65961	581719934.08129	1308227242.96527	356258235.213103	318445333.293733	782830222.384363	569981814.008374	492900312.188677	109026880.742216	1352916113.4473	262518916.938172	454485417.733889	284434475.169064	411997051.065329	534375966.07726	244080235.600083	353676262.921053	313041638.064702	296650236.759063	258399997.378	561629816.989668	124113693.131901	435693661.709869	151534529.819807	226983660.949854	37067938.1925644	76127569.6748785	593928017.933877	47	36	28	111		
P16403;Q02539;P22492	P16403		IC	35;13;6	8;0;0	8;0;0	Histone H1.2	HIST1H1C	18209258	66540581.65	196607683.7	38428303.56	469047275.2	35590684.2922138	182299091.434298	36667656.6702027	278395905.944866	30877386.4703714	72514753.3407857	64136534.3874905	459228672.041879	266387139.118614	26811141.9063338	4843955.56346522	8314762.09353571	14555089.15622	57129903.6922974	60146119.8778095	45024808.5848671	69906617.6162928	183477980.455476	38100898.6493775	24055672.3937682	31180964.1481715	129511207.415793	90975943.400635	90538514.3109877	179313765.4	90708091.1410348	122833007.291688	36928346.6534528	111547641.765511	47261563.0136673	286398967.094035	100483347.025163	75872932.9	62423295.43	162291172.9	63375181.59	98947375.3	124909276.8	64552586.49	37574505.15	111567746	333189493.5	368831410.7	156546433	78401635.69	38890105.5	162124392.7	70709967.08	224894406.5	91102983.42	272468506.832185	354841400.8	1152098.052	227192276.5	133367087.7	79240432.8	67516365.03	22806141.61	54546962.88	110894103.680807	56490347.8833194	38431294.3132275	377540597.05488	42486331.7382689	268744387.6685	56220116.4539603	105390416.082119	59829333.098924	84561992.8258132	89546943.8700678	110573784.108707	49849179.8159479	39054870.2342274	37195051.3933748	337543093.47975	179196530.951325	289979196.462053	87945782.2466025	41907815.5021543	163203815.659913	638437594.570415	42881113.9271502	129656282.53838	165752118.621698	215897647.377117	185195889.745343	41762133.1317891	362094677.836126	25190655.3777811	196833036.527265	35995386.9391159	86856597.300134	93725312.819383	88932178.790971	228448287.556029	130585606.310319	222914065.713118	28336477.9263679	298318797.572955	22223712.6181632	181347794.552387	68690285.7496879	100170690.149306	2457883.73358902	4325360.06297968	126472590.904666	47	36	28	111		
P16402	P16402		IC	32	7	7	Histone H1.3	HIST1H1D	312088443.7	641661882.7	661183749.5	4286548.151	13082491.6	12403000.8641422	26373088.249544	8622333.10167233	41792606.0388137	12875824.7976416	25073531.9410783	12134842.1182821	93183122.3132037	59801636.8452609	12278536.5905188	2413443.60489243	2406637.81581583	3699869.32798511	8700022.14620218	6826144.66586059	6087178.31769012	3718540.22477628	7964213.81882073	2514337.95168876	2472509.20610191	7311452.23309898	7712117.75952338	16446500.3532752	8447497.11584309	40498307.91	5895632.40978936	19474911.052798	3954765.04253402	271364599.38466	680299077.124684	41047247.6320205	19816931.3413607	8351950.192	11426845.94	29457050.6	24082381.57	7935514.171	26031708.72	41316098.66	3696564.924	22454749.37	49870711.46	79729941.1	39517056.7	20062442.58	7140662.617	13516528.85	6802885.962	7167792.29	13472337.33	16461310.1244821	460283135.3	69620483.33	1003272502	829841660	901125995.3	866265205.7	904027737.3	1387372262	18401346.1364379	9644383.09723248	5265818.67347901	58881711.9279506	3132374.3833069	33217746.2603879	12173797.4391664	12568045.6045665	12286528.6747756	8622301.85492604	16624786.2387486	33246409.9172642	11756867.6351466	4685155.5121832	6482400.98314358	78742812.7656507	27442773.322607	60461286.7094187	8584637.21042691	7477625.44257074	22574586.6635742	58192016.8165821	7475967.49769081	21095180.3865694	34139193.5156002	8715237.04887452	20959769.4376289	4109333.02709329	7074226.86080718	3234760.38512556	14118588.27252	2172004.19891629	7179803.82990785	8427309.95802222	13787818.2612261	40434700.1445509	12680614.7323247	16445611.3205624	3015478.54340248	800726856.272695	214334288.367476	396156829.974856	145526059.48917	155464703.34933	70733242.4322958	98538945.9328097	966468551.811167	47	36	28	111		
P10412	P10412		IC	38	38	10	Histone H1.4	HIST1H1E	39171572.9	93651690	186662228.1	1033598247	1834123277	376601607.864916	1169170279.85965	575959256.18292	1961760419.12384	636358675.482761	949371984.65164	845720704.39856	1905873155.81374	1054879584.17272	821006878.313776	263160525.209176	370975674.352724	253246144.363451	696718917.172707	400018309.9066	399600702.54189	1088403584.32762	1234807936.42477	1024381947.33892	837847699.56075	972168252.857108	1275568398.18844	862570722.267768	1316552531.4094	2268224936	635858694.022751	853648689.876292	773828132.980882	28303513.0297049	67931435.3254457	797635316.541683	737016551.754558	1031397682	887334456.6	846943943.6	770861133.2	534989211.5	1328090355	808716798.4	645227037.8	1262700629	1232010961	1541579307	778384182.6	523324354.4	654376114.6	981597030	953562777.3	1045351988	963088681.8	1436131977.72011	297967188.9	7469664.317	203008824.4	182062525.9	89907151.99	79996719.04	46998291.83	66375157.54	909111589.334598	363047333.672682	691537155.725977	762913986.579779	678025737.169031	1842581365.14115	600254924.556095	1071047557.90132	679855276.266733	461269098.187344	857082865.41019	645765329.705007	851319913.066785	804544615.984325	701611690.14038	1136562802.7109	1627288334.0657	1184479265.71169	1054982276.98899	1030642864.4718	1247929265.44593	1593465809.80722	983634040.414539	468726724.409277	2910396022.90494	979697996.065729	899706119.25682	417821571.695393	2172498011.29423	836025155.696167	813755104.258091	861986599.098464	965662878.346339	1504527369.80482	890464623.222415	2081243497.20885	1022661554.42237	903363308.199311	559340289.607019	285116413.166731	109107461.581734	109269653.342815	135110368.603669	56738611.0908245	5879682.23085127	6721279.58931673	158159623.484266	47	36	28	111		
Q93077	Q93077		IC	15	2		Histone H2A type 1-C	HIST1H2AC	25583090.25	36043109.63	14193398.01	26355039.26	2137986.748	30130592.2916864	4299100.98906034	16073067.9897425	22625688.5096793	16806339.735869	2395104.07932157	1043815.54052613		898204.642166014	39685626.7558194	19598088.9481479	6641220.91117474	6388716.10857415	548978.891192697	4954434.49594313	3319646.6550204	20434380.1500546	1674096.85850115	20241660.3227078	30498197.9318337	151562127.274499	46855199.7120122	7051246.83554482	8220624.80315404	9837766.294	302231.150366598	8593608.25511613	69360977.5120152		11730652.6730052	5473275.90785637	5974487.76294808	1579263.485	10639902.78	13245334.45	49039463.73	12007859.49	6493187.861	9213430.592	23991621.33	6644403.333	8238478.023	10116329.16	4624880.123	3502042.188		12610259.23	1369182.917	593358.8703	2876286.508	949866.45009428		401667.4169	19402521.93	13715310.84	27796759.43	53238790.58	3310363.918	9667782.723	13648978.3175425	12375397.2002287	13111820.3336204	7248466.1517549	2989036.60679695	7878462.39065953	36804979.1090302	11675206.4243772	28236362.7293893	11794785.8271752	5967623.54389752	3905946.50582252	21336791.9056077	38570987.3417528	29001964.3565861	7574498.99446234	23617663.5323273	4106363.00596117	2182067.24657123	4847739.83665643	6365337.0446127	3615301.15028104	5675448.12517222	7532192.80626029	5660198.16118464	1504603.01342594	3556333.44688419	8871850.16559766	1487913.49075741	23300899.3201782	4458270.47266975	10312911.8696971	12004763.7431257	3901233.34052257	568805.46135215	1034334.87716742		871956.854628578	33525934.1214596	1648792.68428823	1058014.27216908					1216092.71170086	29271845.2694073	42	34	26	102		
P62807	P62807		IC	29	29		Histone H2B type 1-C/E/F/G/I	HIST1H2BC	343700.0772	569268.6385		2037914.933	4843420.718	1515691359.48086	2958817791.55714	2487383038.26241	3804703445.51117	1809009663.10158	1654008958.2642	4305802555.93105	2339236440.52366	1012902115.27445	1957444076.89593	3248928714.79073	1833202766.72312	1880519250.18662	2501669330.01821	925327942.764864	2727871.96585697	1020229.15020086	19633671.7810373	1292697.01743392	610027.834559121	1493943.22705648	2010899.20654054	5363324.65660591	1358510.91329788	2938439.392	2862302.503542	3223411.78890421	605125.438645076		614426.232963733	124116.847195012	1385578493.22185	3468973.72	2798875698	2293469580	2490460012	1435465605	2985229576	2808293139	4032700610	3225880824	2070983488	2380073737	2305193424	959288166.9	2005608206	1220809467	1500620.211	48787008.49	4668764.088	2606059.65939147			657217.8356	391744.9745	518282.7895	427133.622	496130.8683	681779.7289	2907642688.63705	917213436.312212	2731625894.83062	2049006291.54031	3963987182.2443	3460525208.19598	1535228542.52695	3500018068.3916	2179415860.52521	1627053613.6283	2662573055.12818	2106695323.4683	3995641054.74072	2925380600.94728	3336158865.13911	1078228697.46408	3419823037.91242	1732121372.92992	3973621262.29529	5382918820.84646	3265653513.31987	2109844369.90385	3469795125.06097	1154309467.8807	229625.867555168	1024507.57198534	1515302.55288026	90172.2467966401	2188494.06793797	1622802.1232245	5448275.22565141	1032674.95965358	972920.750039841	661136.286783003	285963.517188855	3070811.51397139	1410850.84664591	411154.081983116	678936.975465845	3915234.03643097							562162.259807495	41	34	26	101		
O60814;P57053	O60814		IC	29;26	2;2	0;0	Histone H2B type 1-K;Histone H2B type F-S	HIST1H2BK;H2BFS	565526539.6	153906340.4	277354.9196	555505261.4		23969896.2696588	57630774.5444197	78124040.6412429	40066265.7286906	5433149.92469243	33793371.7116699	219528672.016066	12399932.5070311	2033005.1847661	2668054.69628056	18618008.9559637	6047770.51615102	7724050.68316006	4099815.93774907		69384964.6533965	835881746.703789	2292526.24436544	843349614.817325	577770493.72308	281318690.944674	192879286.47234	48793317.8319058	597108618.71565	289436736.8	1073446.68225435	171032702.075253	335148811.387443		211591245.925648	89099.768370471	14357018.1601518	345012403.8	47930126.04	10276905.55	35216070.49	982626.8358	79937541.24	48726337.63	306924094.9	81428448.89	5313274.653	22367037.93	9860194.076	858492.4676	2128006.722	2257277.959	742055882	66053835.22	188572623.2	759695.862097993			6951038.67	3258952.566	243090197.5	184651104.8	212751763.5	417155561	21317034.0603788	2567375.18434872	105200094.826825	1355438.62762843	286903878.681605	82785650.1949285	16149915.8485269	63317201.5706267	17883115.9280904	1668992.63415697	55450012.8908393	13346630.2985449	242126767.781977	79921865.6630913	161886274.173494	5193639.86617037	93110208.3825273	26330084.7546668	296871507.968492	523599688.175434	64457742.508144		214541955.68036	618017.000264024	826400192.161329	14627328.6552043	17452732.5657567	19154994.5118285	25887924.6645898	667092417.21349	121243530.46317	378998040.952893	975177.399221854	170950802.603254	3617563.55127466	476790548.751223	5135384.05124195	6709610.71363506	311668415.994846	2350165.35223461							31453105.2405922	40	33	26	99		
Q99880;Q96A08	Q99880		IC	28;11	3;1	1;0	Histone H2B type 1-L	HIST1H2BL	39486625.77	334111.789		13364921.62		659399.266301707	11182900.2449037		7075337.65973795	123506.266808957	2120801.00877782	12120459.8325073	10413405.8937615		660288.034478439	10972898.89293	7593656.22031602	5695946.37789551	6839875.70510672	3317228.2025085		56214290.5094221	582150.10933987	12071004.2365454	27949548.6261742	8744328.54713751	338372.792967091		28661659.2740881	1166081.812	696338.826873244	2016920.3781953	16403607.8561125		4618976.88222837		5445711.09489932	2475512.504	3868495.554	8230634.45	7667687.84	89550.13854	12377150.47	3821594.787	10407894.22	9769814.805	6776693.891	5120023.445	3391426.196	791957.06	3587509.484	750899.4232	25165078.28	685303.9625							8433670.01	7692919.893	9628689.877	12678902.36	5688454.60895464	3834450.84800462	1913585.59500332	734245.966139512	11411462.87645	196317.242930105	1273415.94900059	8411048.31903967	5461081.67523806	351370.826113836	8219025.13477605	8505512.45960456	8204932.35207236	3062101.8745928	6543213.62492695	3824986.79627234	12346095.9908271	1872215.55984519	10353648.3795407	17948764.0143501	318157.661452986	6495084.97849669	3691813.71899006	1887225.04444986	7483986.85632188	492654.815682695	341433.313567702			24468137.4266795	1602413.22799444	10277798.637844	138198.415716855	851854.344158763		4059367.8502728			5117369.77162433									34	28	22	84		
