Major	Annotation R	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Intensity UCAnoninf_1	Intensity UCAnoninf_2	Intensity UCAnoninf_3	Intensity UCAnoninf_4	Intensity UCAnoninf_5	Intensity UCAnoninf_6	Intensity UCAnoninf_7	Intensity UCAnoninf_8	Intensity UCAnoninf_9	Intensity UCAnoninf_10	Intensity UCAnoninf_11	Intensity UCAnoninf_12	Intensity UCAnoninf_13	Intensity UCAnoninf_14	Intensity UCAnoninf_15	Intensity UCAnoninf_16	Intensity UCAnoninf_17	Intensity UCAnoninf_18	Intensity UCAinf_1	Intensity UCAinf_2	Intensity UCAinf_3	Intensity UCAinf_4	Intensity UCAinf_5	Intensity UCAinf_6	Intensity UCAinf_7	Intensity UCAinf_8	Intensity UCAinf_9	Intensity UCAinf_10	Intensity UCAinf_11	Intensity UCAinf_12	Intensity UCAinf_13	Intensity UCAinf_14	Intensity UCAinf_15	Intensity UCR_1	Intensity UCR_2	Intensity UCR_3	Intensity UCR_4	Intensity UCR_5	Intensity UCR_6	Intensity UCR_7	Intensity UCR_8	Intensity UCR_9	Intensity UCR_10	Intensity UCR_11	Intensity UCR_12	Intensity UCR_13	Intensity UCR_14	Intensity UCR_15	Intensity UCR_16	Intensity UCR_17	Intensity UCR_18	Intensity UCR_19	Intensity UCR_20	Intensity UCR_21	Intensity UCR_22	Intensity UCR_23	Intensity C_1	Intensity C_2	Intensity C_3	Intensity C_4	Intensity C_5	Intensity C_6	Intensity C_7	Intensity C_8	Intensity C_9	Intensity C_10	Intensity C_11	Intensity C_12	Intensity C_13	Intensity C_14	Intensity C_15	Intensity C_16	Intensity C_17	Intensity C_18	Intensity C_19	Intensity C_20	Intensity C_21	Intensity C_22	Intensity C_23	Intensity C_24	Intensity C_25	Intensity C_26	Intensity C_27	Intensity C_28	Intensity C_29	Intensity C_30	Intensity C_31	Intensity C_32	Intensity C_33	Intensity C_34	Intensity C_35	Intensity C_36	Intensity C_37	Intensity C_38	Intensity C_39	Intensity C_40	Intensity C_41	Intensity C_42	Intensity C_43	Intensity C_44	Intensity C_45	Intensity C_46	Intensity C_47
Q14152	IC	7	7	7	Eukaryotic translation initiation factor 3 subunit A	EIF3A		927881.824100001		340047.449400001					610732.434762586		1048105.32131202			1852953.0077262	4794248.57491561		492088.892956426			151321.568202589		1661925.71493714	725291.254693525	2240895.1113069		1789461.2280229	517954.243411565	333429.348325472	9621327.1451537		1403503.85809727	1539057.57750974	358476.691186895	384374.445027087	569679.271200001	672236.549200001	828154.021800001	5825093.29200001	434098.847900001	318851.136300001	194512.2865		607012.917900001	1618498.272	820389.900200001		2912855.992	915235.793700001	786577.711522965	2365856.148		1472072.127	1328532.706		590285.789200001	557888.4242	411348.148594291	217440.027022136		745786.280378674			370751.698871903		327525.257361304					770575.387425369	485330.20762389	1684188.61702107								213429.592017684	518118.835429275	1199570.55178011		1084381.74032361	2552830.52889497	1747323.76673644	452149.589595757	1175307.32904327	2714505.00388812	2435368.22215116			583846.938897713	535068.824103147	1174236.93442993	1395442.70696355	3631058.3478464	3348449.18833755	1264079.24170128	4607780.32854539		3371780.29898542	1185775.43213138
P55884	IC	4	4	4	Eukaryotic translation initiation factor 3 subunit B	EIF3B			1195460.198		2255007.34	788812.392505569	807692.248776378	2121123.92665855	359818.918000332	1674805.19799695	1479299.16052659	339376.477693276			1106118.73909186	148212.432643715	734742.012992914	1640992.19021195	2129190.07129744	746754.41064948	5298415.82127929	4038002.20041079		524894.005120953	492544.828		1034769.04292003	662882.656304803	10095362.8916678		2134095.50384171	2187219.65418086	1887983.07127357	2297008.14129048		1081531.714	890601.3959	589676.606700001	2564253.895	2200061.126	1375675.851	329792.5623	3137554.613	787862.021200001	5167540.62900001		2422766.032		831980.908579269	3359650.859	7541151.065			91470.89011	575544.8127	802879.8386	1758712.09987751	590947.327473144		2890979.26345081	1020057.57839154	595704.696553739	877597.811549806	856865.696961506	671890.444578254	680404.238426382	1575452.61558895	698235.089077195	325229.081784042	2000807.04733972	1047412.76810728	2189774.37482931	2751191.40631012	332664.55472667	831274.638871488	2354342.8307369	2062007.17436507	1549461.29509221	756383.588380777	1254907.66685149		498299.853573425	747235.739020557	394341.385029524	1323259.19091074		478353.015025039		1266773.06784902	1102687.48760476	3163008.96875553		580517.836004894	2817749.48117037		2812216.77737821	3512557.41834648	4464093.46097267	1971807.42709478		8798133.24184958	2574641.65958381	
Q99613	IC	6	6	6	Eukaryotic translation initiation factor 3 subunit C	EIF3C	580069.486300001	2186138.62100001		361130.1734						390708.659325666	3328488.57848702			515027.662640594	2746169.16035743	276462.236226993	1239690.71679953	2764374.25398723	1896384.84950075	484780.117867441	1225795.00693805	4486998.65955586	601597.198461948	914077.225409723	489108.123600001	1985370.84754662	2174798.06586151	1756189.11885277	8289896.39427612	1686883.81727036	3516921.82921368	612363.514644301	1964034.18338458	1651745.67442035	904073.4161	1056965.406	1802101.888	1539425.677	775133.108900002	3083081.133	1507221.31	533493.9798	2019119.795		4271714.04900001		1212073.898	411244.5679	1290772.69284784	878704.259100002	964530.442200002	425637.016400001	1398123.373	1171343.057	1141923.905	762508.640700002	767397.135703029	878506.663772137	794624.186941348	581715.387440023		346184.35035134	2519358.71803701	768107.141111158	2147866.85188902	3001270.55152464	881957.505835234	894797.736674718	679506.966194644	770770.239596835	2434771.9809663	1295388.63138572	1551538.55220078	2225473.69720753	339301.389998111	341118.876979417	1179357.45708213	764869.170675507	392791.808473943	3109553.33680005	1591949.68100592	1299928.63664814	6003493.95599813	2656188.60756225	1660951.12539986	815007.559310838	495467.785856698	941207.585249908	4269519.2618505	3868111.10682506		869611.619228891		531149.916891332	1522791.4861686		4778343.87540827	5236532.55912462	1062273.33895895		7014223.26105465	4365418.47215569	2651870.04333874
O15372	IC	2	2	2	Eukaryotic translation initiation factor 3 subunit H	EIF3H			62957.1995700001					432805.244820958			461217.144003798											290478.806800555					235464.542786422		625710.210080922			237098.248825584	290476.763515003	88276.7255698548		383265.1142	238974.4487	504467.036800001	540674.4787	207990.413400001		328701.129500001	509722.0244	322570.7046	451185.6281					1280757.272							191528.657636442	171997.101149623	159658.595720141	563491.090293114			328792.660381164	76943.4371852846	245958.140115183	433745.676471219	154016.656405116				428861.325967908	462064.424147677	165020.645598832	734627.106414337			256246.490525798	681139.650076109		330480.304317684																1395506.76511205	23751.8166633661	1009963.36264846	1841709.66648483			59788.9534352255	
Q13347	IC	2	2	2	Eukaryotic translation initiation factor 3 subunit I	EIF3I	10803654.6	3536442.296		781259.287400002			2811483.06392967			6406574.14565802	2151648.35412758			4915605.08424832	1692021.05628875		1203462.93397133		2215339.07175627	6812716.57472671	8660941.74663836	1925505.8009383	1337425.15479644	3577051.6570659		2287953.13381966	166389.605633669		1331925.86431021	5875069.92006064	1383588.12920922	658263.303840024	2655972.47885354	699660.761098048	2219204.253	209980.5185	776859.0801		2406646.599	1556936.727	982170.888500002		495791.3416		1723452.766	1727390.948	5037136.70700001					1876953.917	2085376.28	2032372.704	9149886.90400001	8320458.04200002	1115519.1997918		2566830.99078738		1690091.91740117	648469.466632993		768328.346234772		417142.935190246	572821.393810691	250661.144697441	1941775.49051928	4053379.82156566	2640439.58004109			425670.798704098	2875102.03727267	4348478.90509661	1431248.44881059		2560256.71609467	538883.526084189		2816005.44010642	1229186.1040163	862395.257825035	2803162.97739254	1152824.2998208		5068586.36942295	781288.541124022	2646714.00513926			864869.141712128		1357928.68625703	889127.101205201						2289610.67121614	3387447.81294611
O75822	IC	2	2	2	Eukaryotic translation initiation factor 3 subunit J	EIF3J							2373373.25872506	4908366.23701275			2123497.41418129								2140996.35829822		3089124.28469902	6001677.26334858					884193.07091451		1880723.73915397				1142909.58246655	3423563.53309377		2671995.444	520071.978700001	779355.0567	2007779.899	2795741.921	2278210.44700001	601555.237600001	1477066.978		5379698.28600001	4333743.00000001				427685.7432	2736120.238						963866.514314304	490590.391924466		2277671.61304838	557520.526828805		828395.843795785			621742.221360746			810573.759658372	2001586.45602559	795021.418792718	4703407.66367298	2405080.99360113	3546380.5196141	623857.50568357	961611.788083472	1815478.66305006	2643713.09652568																			858153.252633011	2193480.37582792		1766045.26865948	2449500.79092906	558352.595591569	
Q7L2H7	IC	1	1	1	Eukaryotic translation initiation factor 3 subunit M	EIF3M	473204.0861		448104.4188				756635.13427585								1250851.57354161		52732.6507480469		549084.582153597	367635.382067553	475209.600881981	899065.216744382	133922.016359388	470114.014029886		371223.301914568	271834.360342106	564597.72915196	4050169.34003139	105914.826378693	710349.429497573		870411.319347659	414801.339029567		363796.3151	501078.480200001	586780.800500001		447902.7574	258007.1068		403857.1274		734322.924500001					463184.6919	5892150.02900001	120906.9341	243630.4346	493229.8744	383945.569900001			234606.774371276			170429.884746233		458620.464542444		340977.547765031	1156630.08407825			375932.862570354		747693.319317838	2567547.07495045		450640.681925394		398228.58066144	395040.101226765					381557.797785845	815356.625641138			142212.976817152			704989.402564602	712316.620845152					408949.509714247		5241688.33903273	3407486.54383038	1409674.92074592	4351648.25307531	3958776.66794373	1105232.84204634	344356.788129472
Q15056	IC	4	4	4	Eukaryotic translation initiation factor 4H	EIF4H	3140691.558	2674449.63600001	1817799.135			599069.985745087	3046633.4363476	1205604.63874231	1266789.93921338		5535653.20488078								2196891.74831755		1468657.53123789	3905676.00818308					4252127.48433628		4518546.64731524	2128662.04199731	3898041.40607673	6240547.49793493	2776587.18109747	3203933.28925692		1093917.228	888352.165900002	1579690.575	5482897.94300001	4918738.57000001	5008985.54400001	893585.043100001	880701.082000001	374746.4922	6222629.53700001					5434749.74700001		3576404.188	2576567.4	3204981.55100001	4583417.84100001	6012935.29700001	1686991.19338941	933858.001232482	1826978.05419228	2731294.73429538	888059.976412555	408407.889332997	2512774.23688857	967330.005566535	1716266.06980869	1895448.31310478	5112689.90379319	1938834.53615425	934261.989386909	13527287.2504283	3740053.01333136	1812871.63113466	6319056.97092768	2995203.20261349	656323.793677032	1481397.32114627	2425733.78702372	1668822.37834668	172195.206747662	2258185.32777634																4960150.55479258	5064894.61216811	4615022.86465554	1619502.20705308		6051544.91960265		3720738.03849942
P55010	IC	3	3	3	Eukaryotic translation initiation factor 5	EIF5	11056494.5			1142825.279		2072272.77508939	6357816.32927043	2258344.50448272		3417991.83827029	2441406.6336678			2143584.68685987	1577396.61862859		3921066.48444579		2335062.20087359	4321659.73598698	4155011.96599904	679996.924025333	3516242.73330482	4687598.44473997		1003037.87894592	143939.481164496	308812.775726296	3155711.5587098	2661967.75908321	365970.563413781		146298.898990792	1635822.12310363	1580725.619	1453506.562	127112.7391		1099449.877	1680608.06	1315409.326	1048838.291			1118166.267	1420297.339	4242501.059	1155429.045		6283003.85800001	6326477.07800001			1087995.621	6995496.535	6354351.039			68195.4191719569	1959190.27121744	3510126.50582606		229366.995039743	2223083.84168602	148352.748150894	866213.640847478	1639066.16132183	2526188.13171489	623004.10739515	3147122.37207593	106116.171320613	1384664.9706127	2154547.48686937	1260269.43231023	3027223.23119257	4371398.0434416	1071015.94103671	1912800.89809327	346666.495354535		3076880.08237081	2250833.59921204	2963683.91454953	1676452.48852112	1584496.98021506	1346831.94459972	2259782.00401189	150241.389435112	299622.020852917	3353125.20282339					3623259.59593172	2762123.30524979	3153723.61285441		1386579.3899536		5129421.2270071	5097373.30964369	2637755.67745146
P63241	IC	7;5;3	7;5;3	7;5;3	Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-1-like	EIF5A;EIF5AL1	3435538.501	8500752.45800002				1885354.08083103	204067.71480816	4354952.83260055			1230418.66448048				1528798.12404586		648795.404192436	1169103.62090386				2268732.56574411	217267.864842113			335922.035182714	7154937.81693477	3032916.60052664	761243.975743457	2490314.84023107	199549.073711047	4046336.48513485	2298195.51037727	7094874.57180886		9268151.52800002	4938934.39600001	9580658.76100002	2433539.39400001	5758666.06300001	1039088.436	2033989.23000001	1012296.282		4609386.04600001		186967.2471					3260945.41000001	6612826.08100002	787711.166300002	1491938.468	925746.356700002	1621185.9010953	2458630.6935363		12226466.8595338			5526196.09213256	472881.253007056	3894285.49880411	6121293.16834552	2271660.68187626	1945307.04438823	7306685.68929365			1407048.71434304	1027370.39720743	10431365.8463535		440218.494569606	1512049.62427111				460819.561060561		1867511.31249041	2410613.80859396		297182.720831661			3245366.47632711	1311923.3489445					2184322.62817765		751019.418619195	2169117.35755091		1002421.08471998	704092.998103329		11132354.6402547
P56537	IC	1	1	1	Eukaryotic translation initiation factor 6	EIF6	3017993.75400001	1887900.27	1445658.271		1843895.523									617882.434076541	315450.986411092		1458765.45409338		471679.613004715							1595307.28803138	1233571.2082297		473399.172100698	2378263.6293137			958969.974911092	403826.999608588	862066.682900001		609760.0283	354525.8326		1528738.325	293684.2867		289915.7512		1004306.83		966847.107200001	703719.2392	1302117.32655012		1510813.348	1940355.453	1596619.032	714762.686000001	3012533.75			286756.480814604					714734.076109292		268632.050584208	421780.278499599			368004.912497069		214049.167529288			369107.442185961			295409.582776036					4678867.94404729	1867729.43892852	1451222.11190702	2027692.8328303			1003857.89351203	185996.685012632	1286816.46005635					876969.38253094		1249547.74922449	550877.159738182	1538107.86589902				2065139.78968203
Q9NQT5	IC	2	2	2	Exosome complex component RRP40	EXOSC3	7388056.15500001						2366858.92928588	947713.896894796	940194.152793743	9002206.22195508	894558.310730545			2087446.01701151			961131.61863369		1039986.30618146	1034018.69380802	3727343.46974111	2071110.24211024	1202691.79446061	3222029.28010211				972944.048209975				1578386.89255162	881563.15004824	508104.742420482		346323.5284	429540.467700001		1572582.066	653583.746700002		1089675.046	1025895.282	719686.421500001	964603.314900003		2027508.734			4774842.293	4384720.788	382495.059700001	442035.950000001	760126.670200001	1534644.927	2750338.42200001	882609.63774546	417223.760668066	557415.755719983		2013350.31532858	702980.978007814	610018.120741711	450401.282319726	444794.474052608				717468.036083568	4337084.58322058	850281.601978472				971923.646221261	1978400.54654077	284041.609591874	1309204.08737227	747417.882825332		1200556.2248683					1096533.69384966		1005207.0718788								4003442.10691797	2736930.1116969	3855220.18677175		3624804.50532182	4699393.57846228	1832565.55539867	996946.584922336
Q9NPD3	IC	2	2	2	Exosome complex component RRP41	EXOSC4																																	474936.789836487							337761.637700001													114166.554																986072.173215207										289317.281514846	528703.356476871																452724.558721732	1959054.36857754		1032700.16257088				
P15311	IC	32	32	24	Ezrin	EZR	26171986.54	99454864.9600003	73170607.0800001	12180039.85	9008943.20000003	36696635.476154	48497913.6494248	17431830.6510875	57902656.1093871	46813740.9328202	73066746.640136	9736780.64701336	4113770.53591505	33970838.2032901	48686340.2580757	2602500.17858054	117001999.949856	4665951.45970924	57253113.0244214	39165582.358317	59293426.8434091	37258949.0563923	45677588.8684505	31729725.7166236	3842144.23300001	28013380.4530332	53957288.1789287	46634767.9546014	118780541.711577	103546306.332938	54083719.2798004	69588569.855012	40543245.8336751	101477493.066829	18037999.45	66070062.0300001	40254970.6700001	56490207.3400001	41235188.55	86427685.5700001	75807595.9400001	29411865.25	77928902.8200001	53527857.5600002	105848291.8	52861487.5200001	43622539.6	36476067.83	77644152.7932448	35770593.59	148063672.900001	115155361.600001	134421764.9	88573203.5400003	58781037.5600001	54058840.8500001	86323008.56459	46307790.5203316	33740854.4409701	76683038.2814789	35608655.4175879	43948670.144089	49971670.8951664	36570737.0615796	42408073.9693931	69769093.1475832	89751296.4401318	72078276.1203765	35515537.6478386	51576720.2798898	39913489.7965728	62855527.4309986	39121457.8125464	53720732.4440489	50836126.7388805	39099365.8631641	77782657.0739548	46406621.6282135	49036372.6289304	76396580.1810946	29873147.7670603	120267699.274956	79435104.9651506	102222712.714703	81460794.1547494	39158523.4914877	36313346.2391791	45584931.6383211	77244491.5951267	108963897.774598	4293469.00764605	69860148.9853359	17035823.0791092	7020915.45553127	66207849.5262404	52556507.9383148	77490281.0453757	170429927.440699	7741997.26179777	152620955.59126	175364236.481915	141508108.154257	97771505.8494257
Q08945	IC	2	2	2	FACT complex subunit SSRP1	SSRP1							282446.94219675	787217.809172046							2231705.21333144		154750.928835308			1114057.97881021		1474478.81918837		2537790.39884337			527993.668071305	1184581.00277472	1144787.1328678	190134.63106913		612433.662055196	873210.210190159	678343.286092068		1637139.71600001	284265.1956	681550.9281		739408.9739	383880.4214	323808.0769	1406003.912		700190.708700001					2136091.737	452929.6228	2803504.366	509273.875400001	349552.9156		195113.9725	349044.899903037	381062.627468737	91190.523178964				570579.349173306		426811.539129981	1220440.52929122	375726.863304048		1236042.95704659	2900894.17806636	1221314.26051139	828598.22773195	536450.804187012	1299774.41597508		352852.107505283	423793.67267443	1981784.7197871	129931.183776447	633266.016490843	1181889.56783662	755733.622945351	308845.22371463	366087.467764011					275921.105389935	255984.181213188					3280780.66530533	965612.530516369	2260428.13095298	1371405.41886264	3085659.77584418	1740496.98686037			633234.55879127
P52907	IC	9	9	7	F-actin-capping protein subunit alpha-1	CAPZA1	35547800.2800001	27069700.38	13956350.95	12487836.7200001	30692243.02	12253251.2518711	43218768.7532642	8935792.58093808	9444930.50211038	38625252.2684431	23412416.6130075	5877502.05175385	7321789.65990186	42974846.0634204	43856244.9801588	9953067.76614927	36205504.0413537	42898398.0154254	29797961.5505696	44641954.4900459	49736859.0325396	39159426.9551109	26183793.3282543	35546950.8420924	8734138.878	45760878.8965988	21470818.6281315	27182164.9488431	4004194.52128563	20970472.2300582	34546715.7279859	24193842.0177349	24123377.7754792	13649209.131353	28092348.5800001	13188013.06	12556639.35	12622197.56	25377489.7600001	21833261.6900001	15194103.84	6681040.231	8313632.47200003	7703175.31200001	23633837.84	24584450.51	25339616.9200001	40821796.71	54592350.3551527	38922507.8100001	2778771.99500001	13214160.36	19679194.94	30383840.4800001	37178036.16	34013475.85	23301367.6856157	7113430.13729754	11132677.6417532	11562246.0580763	24459259.6617304	16403219.0606783	16394449.8553154	17732632.2281578	10089993.5980888	11688810.8828286	27342726.2065929	10130536.4531031	19380366.1127393	32059027.7713493	26038009.0766229	14567302.7999662	20488028.2493713	19301719.730062	18326244.4364513	39788650.3969725	19095040.549148	4279601.8634366	19513712.8120334	6961593.59183064	28839768.5634038	50964003.3241488	24207672.1010309	22631968.4267709	37342035.2978041	24465700.6039103	51073848.1842463	26620327.0059104	13692981.2933454	30897975.5129222	4428650.09892033	54269430.4504651	34846965.0812673	14767380.7040103	3200976.56096566	44562691.5867731			12918967.9451667		883967.7028483	3039461.42522953	20204911.5815018
P47755	IC	7	5	5	F-actin-capping protein subunit alpha-2	CAPZA2	16377431.64	14137285.6	20162150.84	7246573.48900001	6500391.243	4265466.88556391	14086179.891198	4389723.0102974	2686630.25986593	12789382.2292294	9710110.26240498	2845615.75426336	2089185.92399255	8086944.00603518	5634875.01328114	5942264.63613509	9140119.8445981	14005593.3021353	10931514.9233186	7863268.25710946	21665448.3149034	9047917.4678734	6545679.08074396	6214871.75046222	4018546.50500001	10211395.403296	3356586.16806252	5066312.46210858	13834742.4569778	10085127.2582844	4910805.19313772	5383112.31209329	5101853.21384203	5010323.90349184	7639851.10300001	5149405.25600001	4664965.676	4044455.12100001	7506192.91600001	5220804.54400001	6486005.70600001	1980684.798	4144626.889	3765390.814	7952229.94400001	9649914.15900002	2921098.09500001	6522877.555	12866787.5981615	10567774.63	11944093.97	12257974.34	15501952.06	20089068.95	24496559.19	15338088.72	5108724.41794223	4215644.02108057	2770158.23127479	3563189.51322778	6820341.21007716	5460379.20470391	5526423.14320663	3783160.62661826	4547970.61380869	3113784.37541607	7198319.28050765	3612349.28806148	3926586.24418901	7318647.56027399	6940195.5287426	9225300.09457475	8695261.53761656	6026678.44611687	5731217.60577179	9788353.49511383	4519284.96382083	3618324.71630269	5875555.518492	3010017.04703726	2971982.99807676	15649280.9289729	11076460.527035	8431721.81584856	10949242.3928675	6252399.86150528	12448383.340667	6279214.49622195	4520678.21675671	7758264.41187588	2500654.27394909	7111029.69837286	7523331.01218573	3724341.74812872	7400215.98540651	48860352.76976	14401651.9660702	11163519.1217014	22768621.5753383	7964441.49503542	10919833.7734854	17413319.3592032	12017454.7162137
P47756	IC	6	6	6	F-actin-capping protein subunit beta	CAPZB	38885765.45	19255714.19	6059494.83900001	1987959.228	626368.1168	217890.944722848	10949995.575482	6912540.26557436		9968242.6319972	6745750.81875816	943185.609283006		1934760.73721547	2559709.63012163	2796429.64281807	6966824.18802034	3457441.24285096	7303479.82262491	16786898.3468903	12474705.2752088	11102167.527905	3187935.62425308	2345651.62412097	3126487.639	24125458.3993209	9344363.87884957	12449540.3645164	8089446.18454457	11093173.5359638	7848756.10604317	7043969.1773873	5551425.05541838	11520904.5607693	2522854.053	6707113.90900001	13550361.69	11325052.24	8945086.75900002	8603441.40800002	6782435.55100001		4483109.312		8718763.946	1177692.54	3654402.803	4917258.91400001	12163913.5535636	5057130.89500002	7884768.03900002	17572757.7500001	23028020.4300001	7049479.41200001	14575948.91	6533149.33	1857834.13131225	3532564.13131348	3603475.13899515	3878955.48700245	8485596.36938927	5053685.09928355	9959141.26255026	1592787.49258675	8373417.21016237	8868073.53436825	5984887.81274777		18015293.6698994	8786533.9186534	5821394.00723745	2191490.77534645	9951996.17365738	15008214.0203791	6211615.41839591	14282728.1092274	9039783.15850443		3915397.39867697	4005238.35677077	5195047.58921186	16799833.1783586	7074712.89353789	8127756.92280074	7987519.96348815	4725608.55539173	6022309.38125201	9496831.929386	9708470.72413129	9565960.41182312	1683298.4583023	5385391.88325021	16491863.5613438	4259189.78872697	15745711.0393631	7693383.63506805	2758664.99757145	13590722.7268092	2606616.69547818	8822759.88228877	12300917.3946026	3215813.2384067	24924508.1110596
Q96AE4	IC	12	9	9	Far upstream element-binding protein 1	FUBP1	7292078.02500001	7868018.53700002	5086977.233	4855019.015	4923487.43900001	7956225.22657755	10191118.4966589	7147680.15041036	3207314.64172512	6619388.42888787	8314871.11790408	6200696.07282959	7209814.05231376	12193001.69929	8032353.51717177	1388981.21533947	10360749.8215427	7528114.74481982	13343502.4629317	658188.950911116	8838213.66218567	7817740.17737026	4353973.33906997	10305996.8313864	2712027.93300001	30428953.3266415	3910294.31340647	6476062.90764368	48399459.9559339	5755555.5387584	11051161.7795931	7943726.63446899	4849953.03801715	10065118.9863367	12956883.98	6850315.01300001	3122181.273	5194800.019	8683269.88100001	6972201.472	6206622.462	4364913.58200001	7089059.11900001	808324.2362	10082131.44	3903591.44400001	15895137.1	10116309.57	10585036.4891722	24398527.84	31908720.72	12337484.41	9077435.43900001	8348764.67800001	10400751.31	16414114.63	6025644.61801291	1955410.01411352	4219711.84951597	9891772.51730376	3679594.88584137	3455252.02692635	5527785.44965114	3928879.50179936	3634445.79488901	6247335.70853651	9106197.1544681	6356321.40584596	3073053.52503825	11387810.4077284	5959261.17649788	5982478.73397797	10988497.2157124	15133063.4364856	4249527.34930689	6946893.45537304	5581832.5534354	3934310.62376475	1356459.82629244	7936992.59634825	12993032.7366699	15805939.0810884	11546086.7482778	8757713.15042161	9114716.53895245	6048194.11343677	20503477.8937101	5392908.09220451	7645161.48555005	8242249.79110012		17072469.0959716	21632987.4451596	4952725.97346557	1932211.71968073	17651863.4011603	23371247.9719995	8741572.26742519	8595896.24430282	18889172.4656243	28155806.8219173	11477326.8089401	12088870.0336513
Q92945	IC	18	18	15	Far upstream element-binding protein 2	KHSRP	14080337.33	31708402.54	18340735.17	12153618.35	7348277.288	18085048.0724376	19740956.2511239	18694813.2373872	8252197.19907723	15338562.4569027	11739858.4998349	9786192.72828828	9710397.53825086	19709037.2536519	19585335.003416	2545057.17938166	26425116.6170826	10402041.1929018	15513461.1190287	13059474.0379473	24635961.5724725	16735384.7904816	10971452.7717115	26528948.1109395	4582805.421	22803250.0895563	12795801.0528998	20171778.0227531	56626830.5967156	27210511.9129681	25827326.6650882	24285033.6518986	17068423.5456061	12337165.8850226	22144621.95	12831801.6	9047215.62600001	7611384.88100001	17166136.72	13208901.58	21536043.13	10908196.19	15234196.67	2313393.566	20894935.65	9304062.81000002	28835238.0400001	9146829.899	11689411.9178421	31971729.4400001	37819893.8300001	26383918.9900001	22955905.7500001	34335054.2100001	35410680.06	35050398.07	17530094.4779449	6713307.851175	14536835.1486319	19533940.0478962	10138674.1600775	10989968.9135718	13880540.3630564	6479927.58988443	10527542.1440923	5273944.57078243	18964270.8339651	12731742.0163168	8618498.17880196	16796257.1803945	15991080.7611215	8754112.88411678	20894738.4875722	24232614.564078	17253021.3828158	24189953.2547126	18137801.3984219	17713445.2468061	8658501.57955482	7714133.25056356	20282990.3041242	19416926.1886467	19829220.1089243	18741297.8919097	11707011.7915378	12153531.720814	21670513.8318977	10197712.7937652	9676755.65454622	22009193.8647725	1254408.69166278	16985753.6278749	20454997.1907779	6644203.60031113	15745163.6861097	26539290.9243023	45709047.9221478	27702065.9686664	21463406.2571669	29392210.7035951	40863754.4117497	19842186.3345075	22383922.2513501
Q01469	IC	11;1	11;1	11;1	Fatty acid-binding protein, epidermal	FABP5	290340490.600001	72346786.4600002	22835094.7600001	32781729.04	15482440.24	33294338.7456517	28768378.6252397	39710500.0642511	44094404.937372	33426426.1870033	69263096.3822764	20202389.4928316	11361627.5831145	58124352.1281518	18715379.444413	15424157.3881944	23126618.453873	10308864.559891	85062453.1082966	77133749.3137538	52516804.9808954	10519475.9848885	57115384.925737	10213248.9919925	7316983.54200001	17393335.5034501	18517503.2144226	14036119.9728141	62793114.7478794	26674614.8172763	28130150.8359684	63946379.7720126	31681695.0303079	31487029.5360884	74952183.2500002	48644360.8200001	22356722.26	48046513.72	54588495.7800001	37233605.8900001	29273390.1000001	14353771.82	191090.8242	13784248.1	64268464.9000001	26362048.42	30597593.49	23983392.9200001	15809240.3090728	52982331.28	178618751.000001	45793669.1	35248754.5100001	50164251.2800002	70727695.8100003	106320260	28652868.9100798	9319324.5352602	30127796.3379685	50052588.2557461	21528065.5558968	14328222.2310782	2975277.27479785	15979581.6235124	11720198.1099128	57743567.5479654	61307532.6793144	32708979.5204591	9527274.74639408	90885547.8442617	18167115.7258045	20128440.4754907	49878943.6129608	36374548.8315283	35471427.2655078	83403428.5907908	32072971.0882061	33983021.427276	3309038.4593661	17258148.4483452	36474474.5994711	49781551.600292	11629847.3005106	13998804.7911555					12281050.7916263		4117798.8938645	36893818.5306058	11929138.1907364	2564676.38868916	7269945.91110719	106733687.033726	87314282.9098217	67026605.8431737	46339381.5071597	32712838.0799999	269836785.561884	1113102.30467737	80586843.6376671
P12104	IC	2	2	2	Fatty acid-binding protein, intestinal	FABP2	6496336.90600001	3710052.76900001	1774565.171				1451045.73215545										1276326.94405319		1028475.1763557			196422.261959527												1042418.78957577		791372.907500001	118272.0153	206582.169300001		192058.7343	1132769.318											810847.809700002	899053.724800002	1584574.972	1840057.443			222270.214489195	2170842.0680791	675865.552929644			710579.041453554		592914.483615202	144764.780358901		911774.807452373	460614.662294431	1410729.72141596					1046894.38545705		448216.009942004												376329.795885835	132111.742093172					680907.447177937	988225.056937512			753949.516350076			411866.815291182	723375.30985622
